125,86,15,16
126,85,15,16
128,85,15,15
130,84,15,16
132,83,15,16
132,82,15,16
133,82,16,16
136,83,15,16
137,83,15,16
140,83,15,15
141,84,15,16
143,83,15,16
145,84,15,17
146,84,16,16
148,83,15,16
149,83,14,16
151,82,14,16
152,81,14,17
154,81,13,16
155,79,14,17
156,78,13,16
156,77,14,16
158,76,14,16
160,77,12,15
160,76,14,14
162,74,12,16
161,75,13,15
162,76,13,15
163,75,13,15
164,75,13,15
166,75,12,15
168,74,11,16
169,74,11,15
169,73,12,15
169,73,12,16
168,73,13,15
168,73,13,15
170,73,12,16
170,74,12,16
170,75,13,16
171,76,12,16
172,77,12,15
172,78,12,16
172,78,13,16
172,79,13,16
173,80,14,16
173,79,15,17
173,79,16,17
173,79,15,17
179,79,15,16
178,76,14,17
176,78,15,18
176,79,15,17
177,78,16,18
178,79,16,17
180,80,14,17
180,81,16,17
181,82,16,16
182,83,15,17
182,83,16,18
183,84,16,18
185,86,15,17
185,85,14,18
186,86,13,18
187,86,14,18
187,86,16,18
188,86,16,18
190,86,16,18
195,87,16,17
192,88,16,18
191,86,17,18
192,85,16,18
191,83,17,18
191,81,17,18
191,80,18,19
192,78,17,19
192,76,17,19
191,75,17,19
191,74,18,19
191,72,18,19
190,71,18,20
190,70,18,19
190,71,17,19
190,72,17,19
189,72,17,19
187,73,17,19
185,75,17,19
183,75,17,19
180,76,17,19
178,77,17,18
176,78,17,18
174,79,17,19
172,80,17,18
169,79,16,18
167,79,16,19
166,79,16,18
164,78,17,19
163,77,18,19
163,77,17,19
161,76,18,19
161,76,17,19
161,75,17,19
160,75,16,19
159,74,17,20
158,73,17,20
158,72,16,21
158,73,16,20
157,73,17,19
155,75,17,18
154,75,17,18
153,76,17,19
151,77,17,19
150,78,17,19
148,78,18,20
147,79,17,20
144,81,18,20
141,82,18,20
140,85,18,20
138,87,19,20
136,89,18,21
134,94,19,21
133,98,18,21
132,102,16,21
130,107,17,21
129,110,17,21
126,114,19,21
128,116,17,22
126,118,18,22
124,120,18,22
123,123,19,22
122,124,20,23
121,123,21,24
121,124,19,24
120,122,18,24
119,119,19,25
118,115,19,24
117,110,20,24
116,105,18,24
114,100,20,23
113,94,20,23
111,88,20,24
111,85,19,22
110,82,19,21
111,79,19,23
110,77,19,22
109,73,21,23
106,70,21,23
106,69,21,23
105,69,21,24
105,68,21,24
103,68,21,24
101,68,22,24
100,67,21,24
98,67,22,24
98,67,19,24
96,67,22,24
95,65,21,25
94,66,21,24
91,65,22,25
90,67,23,26
91,66,22,25
92,67,22,24
94,67,21,23
94,66,20,27
95,67,21,26
96,67,20,27
98,67,22,24
100,66,21,27
102,67,20,28
105,67,20,27
107,67,21,26
108,66,21,27
111,65,20,27
113,65,20,27
114,64,21,28
117,65,20,27
119,65,21,27
123,67,21,27
126,69,20,26
130,71,20,27
133,74,20,27
136,78,20,27
138,82,22,27
141,86,21,28
143,91,22,27
146,96,21,27
148,100,22,27
149,105,21,26
153,109,21,26
155,113,20,27
156,117,22,26
156,118,22,27
155,120,22,27
157,121,24,28
155,122,24,28
154,121,25,27
153,119,24,28
151,115,24,28
148,110,23,28
146,104,20,29
142,98,23,29
138,92,23,29
134,86,21,30
129,80,23,31
126,76,22,30
120,72,26,32
118,69,26,32
117,67,24,30
114,65,25,31
113,64,24,30
111,64,25,30
109,62,25,32
108,63,24,30
107,61,24,32
106,62,25,30
105,60,24,31
105,59,24,32
103,60,24,31
102,59,25,31
101,58,26,32
99,58,23,31
98,58,23,31
96,59,24,31
94,60,24,30
92,63,23,30
90,66,24,30
88,70,25,29
86,73,25,29
83,77,25,29
81,80,23,30
78,84,24,30
74,87,24,28
72,90,25,29
68,93,27,30
66,96,26,29
64,100,26,29
62,101,26,29
58,103,30,31
57,108,28,29
58,112,27,24
54,107,29,30
51,106,31,32
50,105,33,32
51,100,32,33
52,96,30,32
51,89,32,35
53,85,30,35
54,79,33,37
55,75,33,35
57,69,33,37
59,64,32,37
61,59,30,38
63,55,31,38
66,53,30,38
68,51,29,39
69,50,29,40
70,50,31,39
70,49,32,40
68,49,31,41
66,51,33,41
64,52,30,38
59,53,31,40
56,54,29,40
50,55,31,40
45,57,31,39
38,58,30,40
32,62,30,37
23,63,29,38
14,65,30,36
7,65,32,39
2,67,29,36
1,67,23,32
1,65,16,34
1,62,14,34
1,59,13,33
1,54,10,35
1,52,10,34
1,49,11,36
1,46,12,37
1,47,13,34
1,47,14,34
1,47,15,34
1,46,15,35
