143	125	30	54
142	124	31	53
142	122	31	54
143	122	30	59
142	125	32	54
142	124	31	55
144	127	30	50
142	125	30	52
143	126	30	53
143	125	31	53
142	123	32	55
142	125	32	53
143	128	30	50
145	127	26	50
142	125	31	54
142	124	31	52
142	119	32	60
142	120	31	57
139	119	36	64
139	118	35	70
138	117	36	70
139	120	37	73
140	117	38	73
142	114	38	77
139	113	38	78
138	115	39	80
136	114	40	81
137	114	42	80
138	110	42	89
136	111	44	87
137	111	44	91
137	113	45	88
137	112	47	92
137	112	46	93
136	113	47	92
136	112	46	91
135	114	47	93
135	116	46	87
135	119	44	82
133	122	41	78
132	125	40	73
131	127	39	70
131	128	38	66
130	129	35	62
128	128	35	59
131	123	33	62
133	124	32	59
135	125	32	57
138	126	31	57
144	127	29	56
148	124	30	59
150	126	31	56
156	125	29	59
153	127	33	61
149	129	34	59
148	128	31	59
146	127	32	59
145	130	31	61
140	131	34	61
137	136	37	61
137	138	36	60
134	139	42	61
137	135	37	67
136	133	43	67
138	129	38	77
137	126	42	74
135	125	44	76
135	123	43	77
135	119	41	80
136	109	44	98
138	107	44	86
142	93	41	88
140	86	48	89
140	80	47	92
138	69	55	96
135	63	49	101
127	65	51	99
119	74	48	97
113	80	49	98
99	97	49	104
93	111	49	103
91	124	50	97
99	134	51	100
103	147	55	92
115	155	56	84
126	165	56	75
140	171	54	67
147	172	54	67
154	173	52	64
161	170	44	69
161	159	46	81
158	145	45	80
159	138	37	74
156	134	36	67
151	128	37	65
146	121	33	57
136	118	39	60
130	115	32	63
118	122	40	62
115	123	34	67
115	128	33	64
117	129	33	64
122	131	31	60
127	130	31	64
131	127	34	69
137	128	35	66
142	128	35	58
147	124	32	60
150	121	35	57
154	118	35	62
153	116	32	61
153	113	33	58
154	113	30	58
149	110	33	60
146	113	32	53
140	117	32	54
133	114	34	58
129	117	38	60
128	121	43	58
126	128	46	60
125	124	49	60
125	123	52	60
131	126	41	62
135	118	36	66
133	122	40	58
131	117	44	65
129	112	44	67
129	111	41	65
128	112	38	60
133	113	32	61
132	111	34	59
134	110	31	61
138	108	32	65
134	108	37	61
129	105	39	58
132	104	35	63
130	102	36	71
127	105	37	62
129	109	36	59
124	106	39	68
130	107	33	58
129	108	40	63
127	104	38	67
133	108	31	66
133	105	34	67
135	103	31	69
132	104	37	75
132	105	32	66
130	106	37	67
126	108	38	63
121	107	40	60
113	110	56	54
107	114	67	47
102	113	70	41
104	110	75	43
102	99	57	60
96	99	69	59
102	94	59	58
112	99	57	65
116	100	56	61
123	105	49	61
122	100	54	70
128	94	39	71
131	98	35	70
133	110	35	63
136	109	37	61
132	110	37	63
129	112	42	69
131	114	41	64
132	114	41	64
128	117	46	67
128	119	40	62
124	117	47	70
125	116	47	75
124	117	47	75
127	123	43	73
126	124	43	75
125	126	44	77
131	126	43	69
135	123	45	72
141	124	43	75
144	124	44	72
150	125	39	70
149	124	38	67
149	124	36	63
146	121	41	71
149	124	40	70
148	124	39	69
150	123	40	66
153	124	42	70
151	123	44	67
153	125	42	65
158	125	38	63
163	123	36	65
167	121	38	67
169	126	41	69
171	127	41	63
176	133	43	70
182	130	42	68
185	133	44	73
191	132	41	77
195	132	41	77
198	137	39	75
196	135	43	77
193	137	45	78
194	132	45	78
196	132	48	85
197	128	49	88
196	118	52	99
192	106	57	104
192	97	54	99
191	89	59	93
187	77	63	103
184	69	66	106
182	58	68	112
181	54	68	112
181	45	66	117
172	37	76	127
166	37	76	127
159	40	79	127
147	35	77	132
133	29	77	144
120	35	70	124
102	32	66	138
76	32	79	133
60	26	77	131
57	37	67	131
41	39	74	130
42	45	66	133
39	56	68	125
38	58	71	125
46	67	60	115
47	74	64	115
49	76	60	104
60	85	54	94
69	86	48	98
73	94	53	85
80	91	47	84
82	97	43	77
91	98	40	75
96	102	43	75
99	103	40	71
104	116	38	60
110	121	33	59
112	121	42	59
120	121	30	61
120	122	38	58
122	123	35	60
123	122	31	58
129	128	28	49
128	126	27	49
128	124	26	48
129	125	25	46
128	122	27	49
126	121	27	43
126	121	24	41
127	117	23	38
125	116	23	39
125	115	21	37
127	115	21	40
128	112	19	36
128	113	21	37
132	110	22	37
133	114	17	30
134	111	20	32
136	112	19	35
135	113	19	28
136	111	17	34
139	113	17	31
137	113	19	30
141	116	15	27
142	115	21	30
144	112	16	32
143	112	19	27
143	108	17	30
139	105	21	29
138	104	19	32
134	106	16	30
132	109	18	29
131	113	18	27
129	112	18	29
129	115	18	33
126	114	21	39
125	123	23	36
124	126	23	39
124	129	31	46
129	133	26	44
131	138	25	46
131	139	26	44
134	138	26	48
137	142	27	50
134	138	31	49
137	132	28	55
137	128	29	58
128	130	34	56
128	128	32	60
126	129	34	62
126	130	34	59
124	125	39	64
124	132	33	66
121	131	37	71
122	135	34	66
121	134	38	65
119	136	43	63
122	137	39	73
124	137	40	71
125	138	42	64
125	138	39	64
126	137	36	72
127	136	36	69
123	138	39	75
124	139	40	71
129	131	33	73
131	133	36	69
134	134	34	69
138	133	35	68
141	143	32	67
144	145	39	70
146	143	37	64
145	145	38	64
147	151	34	60
149	152	34	68
148	155	37	70
149	152	35	72
150	153	35	70
151	153	37	64
152	150	37	64
153	148	34	70
152	148	34	67
163	122	28	54
164	125	29	53
164	127	28	57
165	129	34	56
167	126	29	57
165	127	31	57
164	129	31	60
162	133	30	52
157	131	31	60
155	134	30	51
150	129	29	53
151	129	25	46
147	130	26	44
143	129	29	45
144	127	25	43
141	124	26	39
143	121	20	40
139	119	25	40
139	113	21	39
141	114	19	37
140	109	19	41
142	118	15	36
140	112	16	33
139	114	12	31
140	112	12	31
139	116	10	28
138	117	15	28
140	118	12	26
138	115	11	25
137	116	11	26
138	116	12	28
137	120	19	29
138	121	19	31
136	123	23	37
137	126	25	35
137	128	24	40
138	132	25	47
138	132	26	44
139	135	27	45
136	133	26	49
133	132	30	50
133	128	31	59
132	127	32	52
131	128	28	55
129	125	32	54
129	127	32	51
129	128	34	53
131	128	36	55
130	131	39	61
130	129	41	71
133	131	37	65
134	137	43	71
135	138	42	72
135	136	41	67
133	132	42	72
129	132	42	70
125	128	41	75
118	134	46	72
115	129	44	82
116	133	43	79
114	132	44	77
116	133	39	82
110	136	44	82
109	144	41	71
118	146	41	71
117	148	43	69
121	140	47	73
131	146	43	67
139	146	43	63
144	139	42	66
151	138	38	68
150	131	42	71
149	124	43	76
149	123	39	75
149	119	39	75
144	115	37	67
139	112	35	70
133	112	36	74
122	114	39	78
119	120	42	78
113	123	40	66
115	119	38	71
116	120	37	70
112	120	39	70
117	125	35	62
118	124	39	62
121	119	40	68
130	117	40	71
135	115	45	74
144	110	44	70
155	111	42	71
162	109	39	65
167	102	38	71
172	104	37	63
176	103	35	58
181	102	35	57
188	99	30	60
190	98	31	55
192	96	32	57
193	102	30	53
195	105	27	55
192	112	28	52
193	117	28	51
188	116	29	55
189	120	29	51
188	124	28	57
183	124	30	57
183	118	30	58
180	112	33	62
179	109	31	63
173	111	34	63
166	107	36	68
163	105	37	66
155	115	35	56
145	116	36	64
139	119	43	71
140	118	35	74
141	120	38	63
140	119	42	72
142	120	40	79
140	122	47	76
147	121	41	78
149	121	42	77
149	121	40	85
148	120	41	78
147	116	44	83
148	114	41	79
144	107	41	83
143	108	39	79
140	104	45	83
141	104	43	83
140	108	42	82
139	114	43	81
139	118	42	85
140	120	46	78
141	130	47	77
145	132	42	67
146	125	46	78
147	128	45	74
146	129	49	77
149	132	47	75
152	136	48	75
151	136	45	74
