264,149,32,68
265,149,32,68
267,150,32,68
268,150,32,68
269,150,32,68
270,150,32,68
271,150,32,68
272,150,32,68
274,149,32,68
275,149,32,68
276,150,32,68
278,150,32,67
279,151,32,67
281,151,32,67
282,151,32,67
284,151,32,67
285,151,31,67
286,151,29,67
287,151,28,67
289,151,28,67
291,151,28,67
293,151,28,67
295,151,28,69
296,150,28,70
298,150,28,72
299,150,28,72
299,150,28,72
300,150,28,72
302,150,28,72
303,151,28,71
305,151,28,71
306,151,28,71
306,151,28,71
307,151,28,71
308,151,28,70
310,150,28,70
311,150,28,69
313,150,28,69
314,151,28,69
316,151,28,69
316,151,28,69
317,152,28,68
317,152,28,68
319,153,28,68
320,153,28,68
322,154,28,68
323,154,28,68
324,153,28,68
325,153,28,68
326,153,28,68
327,152,28,68
328,152,28,68
330,153,28,68
332,153,28,68
334,154,28,68
335,154,28,68
335,153,28,68
336,153,28,68
337,153,28,68
339,152,28,68
340,152,28,68
341,152,28,68
343,152,28,68
344,152,28,68
345,153,28,68
346,153,28,68
347,154,28,68
348,154,28,68
349,154,28,68
350,154,28,68
351,155,28,68
351,156,28,68
352,157,28,68
353,157,28,68
355,156,28,68
356,156,28,68
357,156,28,68
359,156,28,69
360,156,28,69
361,156,28,69
362,156,28,69
363,156,28,69
364,156,28,69
365,156,28,69
366,156,28,69
367,157,28,69
369,157,28,69
370,158,28,69
370,158,28,69
370,159,28,69
370,159,28,69
371,158,28,70
373,156,28,71
374,155,28,72
375,155,28,71
376,156,28,69
377,156,28,68
378,156,28,68
379,157,28,68
380,157,28,68
381,157,28,68
381,157,28,68
382,157,28,68
384,157,28,68
385,157,28,68
387,157,28,68
388,158,28,68
388,159,28,68
389,160,28,68
390,159,28,68
390,158,28,68
391,157,28,68
392,157,28,68
394,157,28,68
395,157,28,68
396,157,28,68
397,158,28,68
398,158,28,68
399,158,28,68
401,157,28,68
402,157,28,68
403,158,28,68
404,158,28,68
405,159,28,68
405,159,28,68
406,159,28,68
406,159,28,68
407,160,28,68
409,160,28,68
410,161,28,68
411,160,28,69
411,159,28,70
412,158,28,71
412,158,29,71
413,158,30,71
413,158,31,71
414,158,31,71
414,158,32,71
415,158,32,71
416,158,32,71
416,158,31,71
417,158,31,71
419,158,31,71
420,159,31,71
422,159,31,71
423,159,31,70
423,160,31,69
424,160,31,68
426,160,30,69
428,159,29,69
430,159,28,70
430,159,29,70
430,160,29,70
430,160,30,70
431,160,30,70
431,160,29,70
432,160,29,70
433,160,29,70
434,160,29,70
435,160,29,70
436,160,29,70
437,160,29,70
438,160,29,70
439,160,29,70
439,160,29,70
440,160,29,70
440,161,29,70
441,161,29,70
441,162,29,70
441,162,29,70
441,162,29,70
441,162,29,70
442,161,29,70
443,161,29,70
444,160,29,70
445,161,29,70
445,163,29,70
446,164,29,70
447,164,29,69
448,163,29,69
449,163,29,68
449,163,29,68
450,163,29,68
450,163,29,68
450,163,29,68
450,162,29,68
450,162,29,68
451,162,29,68
453,162,29,68
454,162,29,68
455,163,29,68
455,163,29,68
456,164,29,68
457,163,29,68
457,163,29,68
458,162,29,68
459,163,29,68
459,163,29,68
460,164,29,68
460,164,30,68
460,164,31,68
460,164,32,68
462,164,31,69
463,164,29,69
465,164,28,70
466,164,28,69
466,165,28,69
467,165,28,68
468,165,28,68
469,165,28,68
470,165,28,68
470,165,28,69
470,165,28,70
470,165,28,71
471,165,28,70
472,165,28,69
473,165,28,68
474,165,28,69
474,165,29,71
475,165,29,72
476,165,29,71
476,165,29,71
477,165,29,70
478,165,29,70
479,165,29,70
480,165,29,70
481,165,29,70
481,166,29,70
482,166,29,70
483,166,28,70
485,167,28,70
486,167,27,70
487,167,27,70
489,167,27,70
490,167,27,70
490,167,28,70
490,167,28,70
490,167,29,70
491,167,29,70
491,166,29,70
492,166,29,70
493,167,29,69
493,167,28,69
494,168,28,68
495,167,29,69
496,167,29,69
497,166,30,70
498,167,30,71
499,167,30,72
500,168,30,73
501,168,29,73
503,168,29,73
504,168,28,73
504,168,29,73
504,168,31,73
504,168,32,73
505,168,32,73
507,169,32,72
508,169,32,72
509,169,31,72
510,169,31,72
511,169,30,72
512,169,29,72
514,169,29,73
515,169,28,73
516,169,28,73
517,169,28,73
518,169,28,73
519,169,27,73
521,169,27,73
522,169,26,73
522,169,26,73
523,168,26,73
523,168,26,73
524,168,26,73
526,169,26,73
527,169,26,73
527,169,28,73
528,168,29,73
528,168,31,73
528,168,31,73
528,168,32,73
528,168,32,73
529,169,32,73
530,169,32,72
531,170,32,72
532,170,32,72
534,169,32,72
535,169,32,72
536,169,32,72
536,170,33,71
537,170,33,71
538,171,33,71
540,171,33,71
541,172,33,71
541,172,33,71
542,172,33,70
542,172,33,70
543,171,33,71
544,170,33,73
545,169,33,74
546,169,33,73
546,170,33,73
547,170,33,72
548,170,33,72
549,170,33,71
550,170,33,71
551,170,33,71
552,170,32,71
553,170,32,71
554,170,32,71
554,170,33,71
555,170,33,71
555,170,33,71
555,170,34,71
555,170,34,71
557,171,34,71
558,172,34,71
560,173,34,71
561,174,34,70
561,174,33,70
562,175,33,69
563,174,33,69
565,174,33,69
566,173,33,69
567,174,32,69
569,175,32,69
570,176,31,69
570,175,31,70
570,174,32,71
570,173,32,72
572,173,31,72
573,172,30,72
575,172,29,72
576,172,29,72
576,172,29,72
577,172,29,72
578,173,29,71
578,174,29,70
579,175,29,69
580,175,29,69
581,175,29,69
582,175,29,69
583,175,29,69
583,175,29,69
584,175,29,69
585,175,29,70
586,175,29,70
587,175,29,71
588,175,29,71
588,175,29,71
589,175,29,71
590,175,30,71
591,175,30,71
592,175,31,71
592,175,31,71
592,175,31,71
592,175,31,71
593,175,31,71
594,175,31,71
595,175,31,71
596,175,31,71
598,175,31,71
599,175,31,71
600,175,31,71
600,175,32,71
601,175,32,71
602,175,32,71
602,176,32,71
603,176,32,71
604,176,32,71
605,175,32,71
606,175,32,71
607,175,32,71
607,175,32,71
608,175,32,71
610,175,31,71
612,176,30,71
614,176,29,71
614,176,30,71
614,176,31,71
614,176,32,71
616,176,32,71
617,177,32,71
619,177,32,71
619,177,32,71
620,177,32,71
620,177,32,71
621,177,32,71
623,177,32,71
624,177,32,71
626,177,32,71
627,176,32,71
629,176,32,71
629,176,32,71
629,176,32,71
629,176,32,71
629,177,32,71
630,178,32,71
630,179,32,71
631,178,32,71
632,178,32,71
633,177,32,71
634,178,32,72
634,178,33,72
635,179,33,73
636,178,33,73
638,178,33,73
639,177,33,73
640,177,33,73
640,176,33,73
641,176,33,73
642,177,33,73
642,178,33,73
643,179,33,73
644,179,33,73
645,179,33,73
646,179,33,73
646,179,33,73
647,178,33,73
647,178,33,73
648,178,33,73
649,178,33,73
650,178,33,73
651,178,33,73
652,177,33,73
653,177,33,73
654,178,33,73
654,179,33,73
655,180,33,73
656,180,33,73
656,179,33,73
657,179,33,73
658,179,33,74
658,179,32,74
659,179,32,75
660,179,32,74
660,178,32,74
661,178,32,73
662,179,32,72
664,181,32,71
665,182,32,70
666,182,32,71
666,181,31,71
667,181,31,72
667,181,31,72
667,181,31,72
667,181,31,72
668,181,31,71
669,182,32,70
670,182,32,69
671,181,32,70
673,181,32,71
674,180,32,72
674,180,32,72
674,180,32,72
674,180,32,72
675,180,32,72
676,180,32,72
677,180,32,72
678,180,32,72
679,180,32,72
680,180,32,72
680,180,32,72
680,180,32,72
