485,266,91,181
508,259,95,193
526,253,93,173
550,243,79,174
570,236,83,180
587,226,87,173
601,220,89,179
615,210,91,181
626,201,96,176
643,193,96,179
643,193,96,179
661,176,74,179
666,165,82,179
666,154,82,179
668,147,82,179
668,127,69,179
664,112,76,177
659,100,83,174
658,96,83,174
646,83,99,174
648,79,99,174
646,74,101,168
638,71,101,160
639,66,101,154
628,57,105,152
628,55,105,152
627,52,105,152
623,54,105,145
622,52,105,143
623,52,90,143
621,49,87,143
605,49,87,147
604,49,91,147
593,51,105,143
588,56,108,126
584,61,124,114
582,65,124,114
579,70,124,109
576,70,124,109
576,70,124,109
576,70,124,109
564,70,131,102
564,67,131,100
551,67,131,100
539,62,168,102
539,65,168,102
541,68,170,102
540,68,170,102
533,79,170,87
531,85,173,87
529,93,173,87
529,95,185,87
529,105,185,87
529,115,191,87
529,126,191,87
524,132,191,87
520,138,191,87
510,144,191,87
511,153,191,87
505,153,191,87
505,162,191,87
498,163,193,89
498,169,193,89
498,178,179,89
498,179,179,89
501,179,163,105
504,181,161,105
512,188,156,105
517,200,157,113
517,208,155,113
518,214,145,113
520,221,146,113
523,227,141,113
526,232,134,113
528,238,128,113
528,243,125,113
528,245,122,113
526,248,119,113
524,256,119,121
523,258,119,121
523,263,117,127
522,270,116,127
520,275,116,127
520,275,116,127
520,277,116,149
519,279,116,149
521,281,104,149
521,287,104,154
520,288,104,164
517,289,104,178
516,291,104,178
518,298,99,178
518,300,99,178
522,310,92,178
522,316,92,178
522,322,92,178
512,324,104,176
510,334,104,175
494,344,121,175
486,350,124,175
476,350,124,175
469,350,124,175
461,350,134,175
447,350,142,175
436,350,142,175
430,350,142,175
424,375,142,134
413,375,142,134
403,375,158,134
390,375,158,134
380,375,158,134
372,378,158,130
365,378,165,132
359,383,165,125
350,383,165,125
344,386,165,122
326,386,173,122
318,386,179,122
301,386,179,122
293,392,179,122
285,392,179,122
276,392,177,118
271,387,177,118
260,385,177,118
244,383,177,118
231,380,177,118
226,380,177,118
216,377,177,118
211,377,177,118
206,375,177,118
193,376,177,115
189,376,177,115
178,376,177,115
178,378,177,90
169,378,177,90
